Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom,PC1,PC2,PC3,PC4,PC5,Regime
2016-08-31,0.49,1.66,3.17,-1.85,-0.36,0.02,-3.41,-1.3342632363332259,-1.4847888243108651,-0.9976305144334974,-0.4498468708471374,-0.34089860828965285,2
2016-09-30,0.27,1.81,-1.19,-2.18,0.03,0.02,0.26,-1.3464814463810804,-1.4323972984547324,-0.9175963498111003,-0.07277604659546989,-0.3307540509962432,2
2016-10-31,-2.01,-4.02,4.11,0.99,0.25,0.02,0.51,-1.3202616304617807,-1.3031287909026927,-0.9305636890434653,-0.16404995276379492,-0.42493018484619466,2
2016-11-30,4.85,6.96,8.29,-0.24,3.71,0.01,-4.77,-1.3232735486257658,-1.059168327343179,-0.8586549884767004,-0.5234024683688777,-0.26309194727598156,2
2016-12-31,1.81,0.44,3.47,1.24,-0.32,0.03,-0.27,-0.9723096424743254,-1.4132980680857832,-0.451006997047184,-0.33989609649806685,-0.5646562988501622,2
2017-01-31,1.94,-1.44,-2.76,-0.51,-1.06,0.04,-0.93,-0.7857017501708307,-1.668304102055696,-0.3621507889906862,0.006723545964950528,-0.8046749731591047,2
2017-02-28,3.55,-2.3,-1.5,0.45,-1.8,0.04,-1.51,-0.8703877559219985,-1.4280885106659482,-0.5615657981178551,-0.669741698756034,-0.6054816838202294,2
2017-03-31,0.17,0.75,-3.33,0.63,-0.95,0.03,-0.97,-0.8702991689032333,-1.1208923084316536,-0.8146762322713618,-1.34358833199141,-0.3683147903583131,2
2017-04-30,1.08,0.41,-2.05,1.79,-1.6,0.05,0.48,-0.8245023038056061,-1.2806513333571756,-0.8334350932710993,-0.6855578833672916,-0.40612513632423347,2
2017-05-31,1.07,-2.99,-3.82,0.99,-1.66,0.06,1.5,-0.8310117384192004,-1.193143503244207,-0.9410332411122825,-1.4700664888703183,-0.32988207228781125,2
2017-06-30,0.78,2.52,1.5,-2.26,0.04,0.06,-0.1,-0.6200762896634189,-1.4370148195146293,-0.9602555015041336,-1.0565919434359494,-0.4995178114635652,2
2017-07-31,1.88,-1.64,-0.23,-0.75,-0.15,0.07,1.63,-0.5340184589936912,-1.5086962157319967,-0.8297589527369201,-1.2077240155030782,-0.32411945421787525,2
2017-08-31,0.18,-1.83,-2.13,0.2,-2.38,0.09,3.31,-0.43092068278402823,-1.8041242996502804,-0.6702173001776627,-0.02778625058407591,-0.5621326069260894,2
2017-09-30,2.49,4.76,3.15,-1.54,1.63,0.09,-1.35,-0.26349639296250404,-2.132044358002084,-0.5574741718185114,0.4126781153965868,-0.7967976178836182,2
2017-10-31,2.25,-1.91,0.13,0.92,-3.14,0.09,4.21,-0.3004949352059664,-1.7438763511369686,-0.8162889743225501,-1.099767670483048,-0.1217269299723015,2
2017-11-30,3.12,-0.38,-0.09,3.19,-0.1,0.08,-0.94,-0.09786686650628323,-1.9585150324918152,-0.762467541516199,-0.46494561348930974,-0.2963238526994062,2
2017-12-31,1.06,-1.05,0.05,0.73,1.79,0.09,-1.55,0.060855210492633524,-1.935782837501597,-0.8444033557468885,-0.6476922256756055,-0.28232753138401623,2
2018-01-31,5.58,-3.21,-1.32,-0.75,-1.05,0.11,4.08,0.3009708966293968,-1.9818099371206852,-0.7394271649502,-0.05436518356352861,-0.6914774801734218,2
2018-02-28,-3.64,0.34,-1.1,0.53,-2.36,0.11,3.68,0.005945839858245807,-0.9555213909241366,-1.0155556067473097,0.2662666870068113,-0.00783818242770673,2
2018-03-31,-2.35,3.61,-0.21,-0.41,0.08,0.12,-1.2,-0.045764505602087335,-0.7898098830095657,-1.24160628845048,-0.7667692385434218,0.1271466184746333,2
2018-04-30,0.29,0.89,0.53,-2.42,1.24,0.14,0.45,0.16203914036954153,-0.9878711818068504,-1.113002204222973,-0.04666577580769782,-0.3693596154352379,2
2018-05-31,2.63,4.71,-3.14,-1.98,-1.49,0.14,3.91,0.3004545541799261,-1.1929879160090697,-1.0622867754504977,-0.4211997418460588,-0.508034083075077,2
2018-06-30,0.49,0.77,-2.33,0.83,0.2,0.14,-2.26,0.219944274424248,-1.0226651748802182,-1.1538694492611603,-0.8081901020871712,-0.40470980803953926,2
2018-07-31,3.2,-1.93,0.49,1.53,0.31,0.16,-1.43,0.3451063309301857,-1.092808343169637,-1.2559453608997664,-0.8967747337394385,-0.3326336970974487,2
2018-08-31,3.46,0.65,-3.91,-0.29,-2.57,0.16,5.3,0.4382034631514404,-1.261349239144608,-1.1742527164992937,-0.6318326740037726,-0.46011908078652397,2
2018-09-30,0.06,-2.49,-1.62,0.65,1.36,0.15,-0.08,0.5321688531213784,-1.2622473730633532,-1.1623487427892962,-0.46459976721704793,-0.47428623775457157,2
2018-10-31,-7.64,-4.38,3.38,1.03,3.6,0.19,-2.06,0.3695691622506073,-0.5247547722539662,-1.344595356043942,-0.050329442018349976,-0.5063814233063956,2
2018-11-30,1.71,-0.81,0.36,-0.61,0.4,0.18,-1.4,0.12205861901453215,-0.0852663292349325,-1.6298630822829505,-0.9262464037832279,-0.1786616234434622,2
2018-12-31,-9.55,-2.81,-1.92,-0.03,0.24,0.19,1.76,-0.10624182051438254,0.167249037699242,-1.8452775837326372,-0.08279798432413867,-0.0019796497848356704,2
2019-01-31,8.36,2.91,-0.39,-0.73,-1.65,0.21,-8.62,-0.11995589222329722,-0.19264488703574809,-1.714922612114292,-0.8318419211026634,0.25671774362981586,2
2019-02-28,3.42,1.72,-2.66,0.16,-1.54,0.18,0.5,0.2969450308614597,-1.1010989048784636,-1.3054054123788015,0.16069503089060147,-0.3824905004045037,2
2019-03-31,1.1,-3.52,-4.14,0.88,-0.9,0.19,2.24,0.3164954892851756,-1.2666947084929094,-1.2655344047353065,0.32602120433064496,-0.4895821240979772,2
2019-04-30,3.97,-1.15,2.13,1.61,-2.18,0.21,-2.91,0.40827802882212316,-1.508733114691536,-1.20760493629498,0.14407488458514855,-0.3969513375862279,2
2019-05-31,-6.92,-1.56,-2.45,-0.48,1.76,0.21,7.55,0.060640844541204525,-0.8282126494354386,-1.6842381020468806,-0.7255926312249882,0.14003318762960598,2
2019-06-30,6.92,0.37,-0.64,0.89,-0.42,0.18,-2.24,-0.21074229837208036,-0.8579783533472064,-1.7787664759397144,-0.9191543687531393,0.17150648412382608,2
2019-07-31,1.22,-1.82,0.5,-0.13,0.37,0.19,2.92,0.11651106091770234,-1.5555362937202568,-1.4042817861523185,-0.3052607295789104,0.025098975221933332,2
2019-08-31,-2.55,-3.25,-4.77,0.53,-0.62,0.16,7.51,-0.20361767596716995,-1.1376149689484831,-1.9471760066471933,-0.35416250160400664,0.40972132152165724,2
2019-09-30,1.42,0.29,6.76,1.82,3.38,0.18,-6.74,-0.04193145670281775,-1.471576725247304,-1.7955178178624205,-0.37231890888686586,0.1768654004789822,2
2019-10-31,2.07,0.25,-1.92,0.43,-1.03,0.15,0.13,-0.1431578438734037,-1.44248505633118,-1.6900587587381297,-0.029140270042847968,-0.3339751337247735,2
2019-11-30,3.87,0.39,-2.0,-1.64,-1.14,0.12,-2.54,-0.055706946464105164,-1.7232999830433249,-1.5099214595975667,-0.15962999360010718,-0.5247003206538965,2
2019-12-31,2.76,0.99,1.73,0.05,1.19,0.14,-2.22,-0.0413283111189625,-1.6508406321999214,-1.5036135713064145,-0.17223502859670156,-0.4719207328211864,2
2020-01-31,-0.09,-4.37,-6.22,-1.19,-2.19,0.13,6.02,-0.32213612451600965,-0.7205197759680338,-1.9400210016304877,-0.5053642420718211,-1.9880743423433254,3
2020-02-29,-8.15,0.08,-3.82,-1.43,-2.53,0.12,-0.28,-0.6229677248746638,-0.1828807519614159,-2.391175363782983,-0.5496025438291998,-1.5609696050916717,3
2020-03-31,-13.35,-8.18,-13.83,-1.61,1.19,0.12,8.21,-3.2508923476203626,3.482969201130202,-4.006763004582363,0.5745962267367881,1.054895176746328,0
2020-04-30,13.58,2.57,-1.34,2.76,-1.02,0.0,-5.48,-5.664860221190446,6.004197909714211,-1.2919972644286521,-1.7754648640238455,-4.15819904091522,0
2020-05-31,5.59,1.92,-5.0,0.96,-3.16,0.01,0.16,-4.69383765296228,4.131181730546458,-0.8501316856425499,-0.244485229634611,-5.349163373563267,0
2020-06-30,2.44,1.95,-2.17,0.14,0.55,0.01,-0.83,-3.7933070838560883,3.0583378829624817,-1.0291656907162152,1.5194135927866403,-5.907927908150622,0
2020-07-31,5.83,-3.19,-1.44,0.38,0.97,0.01,7.71,-1.904571101832523,-3.8080183371135607,1.2976792187806208,1.5410514313085966,6.1008493186573345,2
2020-08-31,7.62,-0.89,-3.02,4.27,-1.51,0.01,0.46,-1.52150195375321,-4.160460571472517,0.7919081947959427,0.9367503251790579,6.057717947115882,2
2020-09-30,-3.64,-0.01,-2.72,-1.38,-1.93,0.01,3.19,-1.6319004941707163,-3.7151530382404974,0.36875394595604605,0.8964593526119081,6.439002513810391,2
2020-10-31,-2.08,4.67,4.25,-0.77,-0.57,0.01,-3.14,-2.322567589339604,-0.4047170395484065,-1.2093408530622247,0.4033459806674641,0.7257127134751346,2
2020-11-30,12.44,7.12,2.09,-2.25,1.28,0.01,-12.5,-2.0097504058617655,-0.9473431721262502,-0.9502577474684911,0.39609715431236486,0.3600887832275106,2
2020-12-31,4.63,4.93,-1.68,-1.97,-0.06,0.01,-2.37,-1.7664369634264927,-1.4439592376111405,-0.6152847324561277,0.769809698505765,0.001510740305634886,2
2021-01-31,-0.07,6.81,3.22,-3.65,4.97,0.0,4.31,-1.8307783516686769,-1.1914126339915656,-0.7508610257645897,0.3367896816331403,0.5334657199767789,2
2021-02-28,2.81,4.5,7.2,0.33,-1.99,0.0,-7.9,-1.7162206897956482,-1.4930148806011345,-0.481117042295391,0.705339843534128,0.3152287674144682,2
2021-03-31,3.16,-0.84,7.35,6.35,3.52,0.0,-6.11,-1.6657949565020023,-1.620636394437067,-0.13413825493927486,0.8216194610044464,0.19925417725619585,2
2021-04-30,4.97,-3.16,-1.02,2.43,-2.72,0.0,1.23,-1.3313329494362425,-2.343386793239586,0.24641635482993116,1.1699255426869393,-0.10935665224711762,2
2021-05-31,0.29,1.27,7.04,2.34,3.01,0.0,0.56,-1.3623463346144393,-2.1895251731898755,0.05224591636896027,1.3144578667871762,0.03116052228046023,2
2021-06-30,2.73,-0.3,-7.86,-2.14,-0.93,0.0,2.07,-1.1175086982495233,-2.6686985834235695,0.22839689093722215,1.7392526042581617,-0.3230029514667871,2
2021-07-31,1.34,-4.55,-1.79,5.5,-0.59,0.0,-2.18,-1.268874834089153,-1.931411592286687,-0.551759758328278,0.5309462650823743,-0.4680730597756733,2
2021-08-31,2.95,-0.66,-0.23,-0.26,-1.72,0.0,2.63,-1.330233998918618,-1.7325545533605402,-0.8256400391149448,-0.051913862795218195,-0.2777524120352437,2
2021-09-30,-4.4,1.12,5.12,-1.92,2.0,0.0,1.39,-1.1824495764071843,-1.8267900829595125,-0.8324344078066321,0.5668822620410665,-0.3193570726613692,2
2021-10-31,6.63,-2.7,-0.53,1.71,-1.54,0.0,3.32,-0.6179814322180005,-3.045881812898802,-0.14874594978935932,2.191881964751138,-0.1950759659571239,2
2021-11-30,-1.58,-1.7,-0.37,7.19,1.7,0.0,0.96,-0.5618822765713638,-2.8505695146315593,-0.46437694823985876,1.7252811140894766,-0.015348504619777497,2
2021-12-31,3.24,-0.78,3.26,4.88,4.29,0.01,-2.39,-0.5987411739316154,-2.4489251967255257,-0.9655671036455884,1.4750100788443952,0.3036929835132282,2
2022-01-31,-6.15,-4.01,12.86,0.77,7.73,0.0,-2.42,-0.7726311597477147,-1.3038222916815265,-1.287238905496572,1.342149565416911,-1.1609371903376802,2
2022-02-28,-2.28,2.86,3.06,-2.03,3.03,0.0,1.66,-0.6082651523431762,-1.161744207902358,-1.4660208861588926,2.0695867883335732,-1.1076140558411813,2
2022-03-31,3.08,-2.11,-1.9,-1.5,3.21,0.0,2.94,-0.3104338112429104,-1.2064719994768736,-1.4909218460164073,2.886598766245317,-1.207127172678831,2
2022-04-30,-9.41,-0.35,6.18,3.41,5.92,0.0,5.0,-0.10957982223625164,-0.7037459012788394,-1.591301295078787,0.8153485268590823,-0.5497627262795721,2
2022-05-31,-0.33,-0.03,8.44,1.55,3.95,0.03,2.54,-0.021834566094223976,-0.7517195807312733,-1.3719905426145313,2.7722433981634578,-0.6762273994812964,3
2022-06-30,-8.4,1.33,-6.0,1.76,-4.58,0.06,1.09,0.5211694379804186,-1.2228795620479525,-1.019759888620605,3.944981818998603,-1.1081913292506074,3
2022-07-31,9.57,1.78,-4.15,0.76,-6.85,0.08,-4.36,0.03134497175602729,0.042904628729704714,-2.13751109801448,-0.4152904511796457,0.5249196298383313,1
2022-08-31,-3.77,1.49,0.18,-4.78,1.32,0.19,1.85,0.42697636199414796,-0.229830855726201,-2.0199070841857725,-0.20664796967441793,0.26382922674766074,1
2022-09-30,-9.34,-0.97,0.03,-1.37,-0.77,0.19,3.67,0.8320271010319236,-0.13198420025942903,-1.753434533440025,1.2078232549529786,0.2082529083495956,1
2022-10-31,7.86,1.81,7.97,3.27,6.43,0.23,3.9,1.0715732763995287,0.12653110248875385,-1.6190303945467677,1.7251768271735948,0.4451382066457269,1
2022-11-30,4.69,-2.75,1.48,6.31,3.15,0.29,-1.7,1.367899789717787,0.023076574003970014,-1.7368253313007564,0.42205527245208585,0.361707079868521,1
2022-12-31,-6.38,-0.19,1.34,0.33,4.28,0.33,4.91,1.4209090345686632,0.03725314090865607,-1.9527125260599787,-0.3900196142742014,0.4288768560546288,1
2023-01-31,6.59,4.39,-3.94,-2.42,-4.43,0.35,-16.1,1.7171193544850263,-0.6313326382370331,-1.5653699376185264,1.0787046522394568,-0.2425388558562671,1
2023-02-28,-2.57,0.58,-0.8,0.97,-1.51,0.34,0.54,1.8881193986603901,-0.3866937399871059,-1.626362422748054,0.5574982171006536,-0.11569834818292887,1
2023-03-31,2.49,-6.89,-9.05,2.28,-2.1,0.36,-2.35,1.4793273372344522,0.1702222382228673,-1.9343290399483906,-0.31253983953950853,0.3210320084577347,1
2023-04-30,0.63,-2.57,-0.12,2.42,2.85,0.35,1.76,1.6696087629676788,-0.5700101149020876,-1.5811479763113576,0.6276295240962886,-0.30158544136475346,1
2023-05-31,0.33,-0.43,-7.79,-1.78,-7.08,0.36,-0.88,1.5086594476624844,-0.10273269484785211,-1.7134167666598759,-0.2249399086052264,-0.007366606769717235,1
2023-06-30,6.46,1.28,-0.13,2.32,-1.54,0.4,-2.69,2.034884744096849,-0.5050238973604241,-1.6059059408165,-0.12170716340657452,-0.3381504995061342,1
2023-07-31,3.21,2.86,4.06,-0.59,0.66,0.45,-4.06,2.2347059090878747,-0.6265877304146287,-1.5779435061665414,-0.4392024922865819,0.10329487898369628,1
2023-08-31,-2.36,-3.65,-1.15,3.39,-2.41,0.45,3.78,2.341659977808464,-0.7587840299526931,-1.1541684143537974,0.6443397232138189,-0.07975898170640937,1
2023-09-30,-5.23,-1.78,1.49,1.87,-0.77,0.43,0.32,2.3798186183109675,-0.7028224833385354,-1.0203825165477958,0.3994325798828518,-0.06910615216660974,1
2023-10-31,-3.15,-4.03,0.2,2.43,-0.69,0.47,1.67,1.9876256219909212,0.22795375507659515,-1.1009300542962202,-0.4605883692207328,0.24210979644562144,1
2023-11-30,8.88,-0.21,1.67,-3.74,-1.08,0.44,2.57,2.13657221972797,-0.3070632066905051,-1.100648433694671,-0.5844081391534637,-0.07536404368460098,1
2023-12-31,4.86,7.27,4.89,-2.99,1.29,0.43,-5.53,2.1337120181444065,-0.7000941520500514,-1.1015314222528483,-0.45624845331823843,-0.29179437114302287,1
2024-01-31,0.73,-5.71,-2.38,0.7,-0.97,0.47,5.41,2.067158791424184,-0.6393467525344222,-1.0296168842756106,-0.09268583298718168,-0.6655451211544288,1
2024-02-29,5.07,-0.8,-3.43,-1.91,-2.17,0.42,4.9,2.1973424407206266,-0.6589402723353834,-0.9045576329453217,0.20399495426943512,-0.7325592141527152,1
2024-03-31,2.84,-1.19,4.16,1.46,1.14,0.43,-0.32,2.213529718843864,-0.6149408825521514,-0.9566894206397153,0.031490551186199325,-0.6994366452484206,1
2024-04-30,-4.65,-2.54,-0.45,1.49,-0.31,0.47,-0.42,2.298892627283743,-0.4342801857737218,-0.906823095451877,-0.08190401527956431,-0.23977447698001358,1
2024-05-31,4.32,0.6,-1.31,3.19,-2.85,0.44,-0.16,2.217829340808882,-0.3389141221923857,-1.0070938091082933,-1.067064082605646,-0.1553633267513833,1
2024-06-30,2.8,-4.33,-3.36,0.47,-1.8,0.41,0.85,2.131153802618196,-0.33580332997300916,-1.0796043849929535,-1.2054660938263266,-0.13953258464205764,1
2024-07-31,1.22,8.34,5.62,0.27,0.28,0.45,-2.35,1.9716054110872707,-0.38086601302949974,-0.9225763296817243,-0.6605979649310058,-0.15131038935792604,1
2024-08-31,1.61,-3.55,-1.1,0.75,0.82,0.48,4.81,1.563368040210072,-0.15296767643945683,-1.0956600229464077,-0.17909673759220143,0.06355215183807562,1
2024-09-30,1.73,-0.92,-2.77,0.18,-0.29,0.4,-0.62,1.450373955981354,-0.44052985503738373,-0.9664523820687827,-0.14587916003344253,-0.08314515203004341,1
2024-10-31,-1.0,-0.88,0.86,-1.42,0.98,0.39,2.98,1.5434057407634807,-0.1857452730032026,-0.9366685840926804,-0.1060060514986632,-0.11800783363747527,1
2024-11-30,6.49,4.6,0.15,-2.3,-2.05,0.4,0.99,1.8019292089307204,-0.5417036897607992,-0.6370226495926754,-0.13519290618431112,-0.40904829664537495,1
2024-12-31,-3.15,-3.83,-3.0,1.9,-1.21,0.37,-0.3,1.800348636682752,-0.649609652409797,-0.5760998551359766,0.021976024882776845,-0.46961629550391215,1
2025-01-31,2.8,-1.22,1.63,-2.32,-3.24,0.37,0.96,1.7069100151022631,-0.3714815870695176,-0.5118008538766396,0.3688616115918043,-1.055191285102538,1
2025-02-28,-2.43,-4.91,4.91,1.1,3.06,0.33,-0.81,1.5557016526162826,-0.10790506044766954,-0.7740829557773334,-0.3043382507619814,-0.8428626473529766,1
2025-03-31,-6.39,-1.49,2.9,2.11,-0.47,0.34,-2.84,1.0690371475276708,0.6145384448287649,-1.1562406472712894,-0.8375282627950503,-0.3018624476451534,1
2025-04-30,-0.84,-1.86,-3.4,-2.85,-2.67,0.35,4.97,0.8027440739619339,0.7428656634485767,-1.0833712635678332,0.7127286336712796,0.6869682285984243,1
2025-05-31,6.06,-0.72,-2.88,1.26,2.51,0.38,2.21,1.073417374230725,0.1220539755744306,-0.7620854526011529,-0.43817297163924357,0.24592088055583702,1
